job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name,Salary_Scaled,month,quarter,month_name
AI00261,Research Scientist,147893,2,3,1,Switzerland,2,Switzerland,50,"R, Python, Data Visualization, TensorFlow",0,1970-01-01 00:00:00.000000008,7,2024-05-05,2024-06-19,1746,5.9,Predictive Systems,0.3147341888175985,5,2,May
AI00262,Principal Data Scientist,69807,2,0,2,United States,0,United States,0,"Data Visualization, Scala, Python, SQL, Linux",1,1970-01-01 00:00:00.000000000,14,2024-12-14,2024-12-31,1431,8.4,Smart Analytics,0.10171969796167779,12,4,December
AI00263,AI Software Engineer,67824,1,0,2,United Kingdom,0,Switzerland,0,"Java, AWS, GCP, Spark",1,1970-01-01 00:00:00.000000000,5,2024-05-06,2024-06-21,1121,9.7,Quantum Computing Inc,0.09631017851686963,5,2,May
AI00264,Data Engineer,141523,2,1,3,South Korea,0,South Korea,0,"AWS, Mathematics, Linux",0,1970-01-01 00:00:00.000000010,8,2024-01-21,2024-02-24,872,9.6,Future Systems,0.29735716468072104,1,1,January
AI00265,Data Analyst,122796,2,3,3,India,0,India,100,"Scala, AWS, Spark, Deep Learning",3,1970-01-01 00:00:00.000000009,7,2024-08-20,2024-09-16,1075,5.5,Digital Transformation LLC,0.24627089607612065,8,3,August
AI00266,AI Consultant,81885,2,2,3,United States,2,United States,0,"Scala, GCP, MLOps, Python, Computer Vision",3,1970-01-01 00:00:00.000000003,11,2024-12-07,2025-02-05,1057,9.0,Cloud AI Solutions,0.13466784513988914,12,4,December
AI00267,Data Analyst,118505,1,3,0,United Kingdom,1,United Kingdom,50,"Scala, Mathematics, MLOps, Python",1,1970-01-01 00:00:00.000000005,6,2025-03-15,2025-04-17,677,8.6,Predictive Systems,0.2345652743223779,3,1,March
AI00268,Robotics Engineer,133565,2,3,3,United States,2,South Korea,100,"R, Git, Statistics, Spark, Python",2,1970-01-01 00:00:00.000000005,9,2024-12-21,2025-02-26,768,8.0,Cognitive Computing,0.2756481602723583,12,4,December
AI00269,Data Analyst,60019,1,0,0,United Kingdom,2,United Kingdom,100,"Java, Kubernetes, Tableau",3,1970-01-01 00:00:00.000000001,6,2024-03-11,2024-03-31,618,5.2,Cognitive Computing,0.0750185500414648,3,1,March
AI00270,ML Ops Engineer,76875,2,0,3,United States,1,Switzerland,0,"Docker, Hadoop, PyTorch, Python, Java",1,1970-01-01 00:00:00.000000000,14,2024-04-15,2024-06-17,1637,8.3,Algorithmic Solutions,0.12100082929597136,4,2,April
AI00271,Deep Learning Engineer,64400,2,0,0,Australia,0,Australia,0,"AWS, R, Python",1,1970-01-01 00:00:00.000000001,14,2024-10-20,2024-12-19,1385,8.7,AI Innovations,0.0869696870498887,10,4,October
AI00272,Autonomous Systems Engineer,68857,2,2,0,Japan,1,Japan,0,"MLOps, Data Visualization, Deep Learning, Python",2,1970-01-01 00:00:00.000000003,6,2025-01-27,2025-03-23,2300,10.0,Quantum Computing Inc,0.09912814805115447,1,1,January
AI00273,Computer Vision Engineer,97840,2,3,3,Ireland,1,Switzerland,100,"R, Linux, AWS",1,1970-01-01 00:00:00.000000007,12,2024-06-06,2024-07-21,1713,7.7,Future Systems,0.17819224390030988,6,2,June
AI00274,Machine Learning Engineer,168619,2,1,2,Sweden,0,China,100,"Azure, Git, SQL, NLP, Docker",1,1970-01-01 00:00:00.000000018,0,2024-07-04,2024-08-01,2429,7.3,Predictive Systems,0.37127362402339487,7,3,July
AI00275,Machine Learning Researcher,118132,1,3,1,United Kingdom,1,United Kingdom,100,"Git, NLP, MLOps",0,1970-01-01 00:00:00.000000008,2,2024-12-17,2025-01-30,2489,8.9,Cloud AI Solutions,0.2335477499890882,12,4,December
AI00276,Principal Data Scientist,81112,2,3,1,India,2,Canada,100,"Java, Git, Data Visualization, SQL, Kubernetes",3,1970-01-01 00:00:00.000000007,1,2025-03-03,2025-04-29,655,7.5,Digital Transformation LLC,0.13255914189690543,3,1,March
AI00277,Head of AI,111502,1,2,1,United Kingdom,1,United Kingdom,0,"Git, Java, MLOps",2,1970-01-01 00:00:00.000000004,3,2024-08-31,2024-10-27,1184,7.7,Predictive Systems,0.21546145956090962,8,3,August
AI00278,NLP Engineer,151610,2,3,3,United States,0,United States,100,"TensorFlow, Kubernetes, Git, Computer Vision, Statistics",0,1970-01-01 00:00:00.000000005,11,2025-04-03,2025-05-22,686,5.3,Cloud AI Solutions,0.32487396883593034,4,2,April
AI00279,Machine Learning Engineer,95128,2,3,1,Austria,0,Austria,100,"Linux, Statistics, MLOps, Computer Vision, Deep Learning",1,1970-01-01 00:00:00.000000007,6,2024-12-15,2025-01-02,1905,9.8,Future Systems,0.17079405089258434,12,4,December
AI00280,Machine Learning Engineer,136733,1,3,1,United Kingdom,2,United Kingdom,0,"Tableau, GCP, SQL, MLOps",3,1970-01-01 00:00:00.000000008,5,2025-03-21,2025-05-18,1291,8.8,Smart Analytics,0.284290297237135,3,1,March
AI00281,ML Ops Engineer,69822,2,2,1,China,2,United Kingdom,50,"GCP, R, Python, Kubernetes",1,1970-01-01 00:00:00.000000003,4,2024-06-26,2024-08-04,1558,8.9,Quantum Computing Inc,0.10176061717079132,6,2,June
AI00282,Machine Learning Researcher,88380,2,0,3,Switzerland,0,Switzerland,50,"Azure, Python, Data Visualization",1,1970-01-01 00:00:00.000000000,0,2025-04-18,2025-05-08,1196,5.3,Neural Networks Co,0.152385862686046,4,2,April
AI00283,NLP Engineer,199482,0,1,3,France,2,France,50,"PyTorch, Scala, NLP, GCP",1,1970-01-01 00:00:00.000000018,14,2025-02-17,2025-04-30,1230,5.0,TechCorp Inc,0.45546626074811225,2,1,February
AI00284,Deep Learning Engineer,56268,2,2,2,Austria,2,Austria,50,"Java, Hadoop, Deep Learning, TensorFlow",1,1970-01-01 00:00:00.000000004,0,2025-03-08,2025-04-03,1777,6.8,TechCorp Inc,0.064786019815809,3,1,March
AI00285,Data Engineer,142301,0,1,3,France,1,France,50,"Deep Learning, Statistics, Docker",2,1970-01-01 00:00:00.000000012,13,2024-03-14,2024-05-18,972,9.9,Future Systems,0.29947950766007597,3,1,March
AI00286,NLP Engineer,178371,2,1,0,India,1,India,0,"Spark, Python, Tableau",0,1970-01-01 00:00:00.000000015,3,2025-04-08,2025-06-20,1723,5.2,DeepTech Ventures,0.3978765658417354,4,2,April
AI00287,Computer Vision Engineer,157412,2,1,0,Israel,2,Israel,50,"Tableau, SQL, MLOps, PyTorch",0,1970-01-01 00:00:00.000000012,6,2024-06-27,2024-09-05,900,5.4,Cognitive Computing,0.3407015189210423,6,2,June
AI00288,AI Software Engineer,250562,2,1,0,Switzerland,2,Switzerland,0,"Docker, TensorFlow, Hadoop, Git, Scala",0,1970-01-01 00:00:00.000000012,6,2025-02-07,2025-03-06,2407,7.7,Cognitive Computing,0.5948098075160403,2,1,February
AI00289,Data Engineer,167401,2,1,2,Ireland,1,Canada,50,"Tableau, AWS, NLP, Scala",1,1970-01-01 00:00:00.000000014,8,2024-12-25,2025-02-01,1124,8.5,AI Innovations,0.3679509842433765,12,4,December
AI00290,Computer Vision Engineer,85328,0,0,0,Germany,0,Denmark,0,"Git, SQL, Spark, MLOps",1,1970-01-01 00:00:00.000000000,1,2024-10-25,2024-11-28,1225,6.0,Smart Analytics,0.14406016760508053,10,4,October
AI00291,AI Consultant,94160,2,3,2,Ireland,2,South Korea,100,"Tableau, Linux, SQL, Spark, GCP",0,1970-01-01 00:00:00.000000005,0,2025-04-05,2025-05-21,1064,5.3,Future Systems,0.1681533979311248,4,2,April
AI00292,NLP Engineer,147732,2,1,3,Japan,1,Japan,100,"Hadoop, SQL, Computer Vision",2,1970-01-01 00:00:00.000000017,5,2024-06-01,2024-07-17,823,7.4,Neural Networks Co,0.31429498930644667,6,2,June
AI00293,Autonomous Systems Engineer,50749,2,0,1,Canada,2,Canada,50,"SQL, MLOps, Data Visualization, Scala, Git",2,1970-01-01 00:00:00.000000000,6,2024-04-28,2024-06-03,2177,7.1,Predictive Systems,0.049730478809305576,4,2,April
AI00294,AI Consultant,222223,0,1,3,Netherlands,1,Netherlands,0,"Data Visualization, Hadoop, Scala, AWS",3,1970-01-01 00:00:00.000000019,11,2024-04-27,2024-06-28,2274,7.9,Predictive Systems,0.5175025097114923,4,2,April
AI00295,Data Analyst,47958,2,0,3,Finland,0,Finland,50,"Mathematics, Scala, MLOps, SQL",1,1970-01-01 00:00:00.000000000,5,2025-02-03,2025-03-26,1951,6.4,Advanced Robotics,0.04211677796691546,2,1,February
AI00296,Data Scientist,52877,2,0,1,Israel,0,Israel,50,"R, SQL, Scala",3,1970-01-01 00:00:00.000000001,11,2024-08-22,2024-09-11,2471,5.3,Future Systems,0.05553555060887783,8,3,August
AI00297,AI Research Scientist,138782,2,1,0,Finland,1,Finland,0,"Git, AWS, PyTorch",1,1970-01-01 00:00:00.000000019,4,2025-02-08,2025-04-11,1137,6.3,DeepTech Ventures,0.2898798612020427,2,1,February
AI00298,AI Specialist,66150,2,3,2,Ireland,2,Ireland,100,"Computer Vision, SQL, Java, GCP",2,1970-01-01 00:00:00.000000005,4,2025-03-03,2025-04-30,819,6.4,TechCorp Inc,0.0917435947798001,3,1,March
AI00299,Principal Data Scientist,178470,2,1,2,Australia,0,Singapore,100,"Python, TensorFlow, Git, PyTorch, MLOps",3,1970-01-01 00:00:00.000000018,3,2024-02-16,2024-03-23,1577,7.8,Quantum Computing Inc,0.3981466326218847,2,1,February
AI00300,Deep Learning Engineer,62936,2,2,3,China,1,Canada,100,"AWS, SQL, Azure",1,1970-01-01 00:00:00.000000003,12,2024-10-09,2024-11-23,1626,9.3,AI Innovations,0.08297597224040854,10,4,October
AI00301,Machine Learning Engineer,159003,2,1,2,Japan,2,Japan,50,"Mathematics, R, MLOps",3,1970-01-01 00:00:00.000000011,10,2024-02-05,2024-03-31,1743,7.7,Predictive Systems,0.3450416830343503,2,1,February
AI00302,Computer Vision Engineer,98694,2,1,0,China,1,China,50,"R, Python, Azure, Java",2,1970-01-01 00:00:00.000000015,2,2024-05-17,2024-07-22,957,7.4,Predictive Systems,0.18052191087250666,5,2,May
AI00303,Data Engineer,50471,2,0,2,China,2,China,100,"Kubernetes, Scala, Data Visualization",1,1970-01-01 00:00:00.000000001,3,2025-01-19,2025-02-26,2465,9.1,DataVision Ltd,0.04897210946706822,1,1,January
AI00304,AI Software Engineer,104460,2,2,1,Sweden,1,Netherlands,0,"Deep Learning, Kubernetes, SQL",1,1970-01-01 00:00:00.000000003,14,2025-03-30,2025-05-03,1126,6.6,Predictive Systems,0.19625125485574615,3,1,March
AI00305,Research Scientist,63711,2,0,3,Australia,1,India,0,"Kubernetes, Scala, PyTorch, AWS, Docker",2,1970-01-01 00:00:00.000000000,7,2024-08-11,2024-09-21,540,7.5,Future Systems,0.08509013137794073,8,3,August
AI00306,Data Analyst,64384,2,0,3,Australia,0,Finland,0,"Python, Kubernetes, Scala, Linux",3,1970-01-01 00:00:00.000000000,1,2024-02-23,2024-03-31,887,6.3,Smart Analytics,0.08692603989350094,2,1,February
AI00307,AI Architect,223296,2,3,1,Denmark,0,Australia,0,"Git, Python, Scala, AWS",2,1970-01-01 00:00:00.000000005,7,2025-04-30,2025-05-26,2342,9.2,Neural Networks Co,0.5204295971367465,4,2,April
AI00308,Autonomous Systems Engineer,73372,2,3,3,Finland,1,Finland,50,"Hadoop, GCP, MLOps, Statistics",3,1970-01-01 00:00:00.000000009,10,2024-02-22,2024-04-20,2398,8.1,Advanced Robotics,0.11144482999432587,2,1,February
AI00309,Machine Learning Researcher,92458,0,2,2,France,1,France,50,"Hadoop, Python, Kubernetes",0,1970-01-01 00:00:00.000000003,8,2024-05-05,2024-06-04,1146,8.1,Digital Transformation LLC,0.16351043167037668,5,2,May
AI00310,AI Product Manager,80483,2,2,3,Finland,0,Finland,50,"Git, Python, TensorFlow, SQL",1,1970-01-01 00:00:00.000000002,6,2025-03-02,2025-03-25,2022,8.8,Algorithmic Solutions,0.13084326306141156,3,1,March
AI00311,Machine Learning Researcher,71730,2,2,2,China,0,Germany,100,"Linux, GCP, Statistics, NLP, Azure",3,1970-01-01 00:00:00.000000002,12,2024-04-27,2024-05-28,1083,9.5,DeepTech Ventures,0.10696554057003187,4,2,April
AI00312,Machine Learning Researcher,186565,2,1,3,Norway,2,Israel,0,"R, Git, Computer Vision",2,1970-01-01 00:00:00.000000019,11,2025-04-23,2025-06-20,1343,6.6,Cognitive Computing,0.4202293658068177,4,2,April
AI00313,Robotics Engineer,114225,2,3,3,Finland,0,Finland,50,"Linux, SQL, PyTorch, NLP, Git",2,1970-01-01 00:00:00.000000009,1,2024-06-06,2024-06-23,729,8.4,Cloud AI Solutions,0.22288965998865173,6,2,June
AI00314,AI Software Engineer,160286,2,1,2,Canada,2,South Korea,0,"SQL, Computer Vision, Linux, Data Visualization, Git",3,1970-01-01 00:00:00.000000019,11,2025-03-14,2025-04-24,1451,8.9,TechCorp Inc,0.3485416393871939,3,1,March
AI00315,Head of AI,60957,2,2,0,Ireland,0,Ireland,100,"Python, Spark, TensorFlow",3,1970-01-01 00:00:00.000000004,10,2024-03-24,2024-05-21,798,7.8,Future Systems,0.0775773645846973,3,1,March
AI00316,Autonomous Systems Engineer,90148,2,2,1,Canada,1,Canada,50,"Java, MLOps, TensorFlow",3,1970-01-01 00:00:00.000000004,10,2025-04-11,2025-06-07,2220,9.0,Smart Analytics,0.15720887346689363,4,2,April
AI00317,Data Analyst,105723,2,3,0,Sweden,1,India,50,"NLP, SQL, Python",1,1970-01-01 00:00:00.000000005,2,2024-12-09,2025-01-02,744,6.7,TechCorp Inc,0.19969665226310507,12,4,December
AI00318,Data Scientist,388754,2,1,0,Switzerland,0,United States,0,"Docker, Python, Mathematics",2,1970-01-01 00:00:00.000000016,14,2024-06-20,2024-08-11,829,8.6,DeepTech Ventures,0.971790297237135,6,2,June
AI00319,AI Consultant,45129,2,0,0,China,1,China,50,"Kubernetes, Mathematics, Git, PyTorch",2,1970-01-01 00:00:00.000000001,12,2025-02-18,2025-03-26,550,9.5,Cloud AI Solutions,0.034399415128104405,2,1,February
AI00320,Data Engineer,68001,0,2,2,France,1,France,100,"Python, TensorFlow, Tableau, Linux, Java",2,1970-01-01 00:00:00.000000002,12,2024-02-24,2024-04-22,1983,6.2,Neural Networks Co,0.09679302518440924,2,1,February
AI00321,Robotics Engineer,51736,2,0,2,Japan,1,India,50,"Spark, Data Visualization, SQL, TensorFlow, GCP",2,1970-01-01 00:00:00.000000000,6,2024-03-09,2024-05-02,566,7.3,TechCorp Inc,0.0524229627689756,3,1,March
AI00322,Data Scientist,112035,2,3,0,Canada,0,Canada,50,"Python, Mathematics, Deep Learning, TensorFlow, AWS",0,1970-01-01 00:00:00.000000008,1,2024-08-01,2024-08-31,1524,6.6,DataVision Ltd,0.21691545545807692,8,3,August
AI00323,Data Engineer,55619,0,0,0,France,2,France,100,"Linux, R, Scala",3,1970-01-01 00:00:00.000000001,5,2024-01-22,2024-02-05,716,9.9,Cognitive Computing,0.06301558203483043,1,1,January
AI00324,AI Research Scientist,56796,2,0,3,Ireland,1,Ireland,50,"Python, TensorFlow, Tableau",0,1970-01-01 00:00:00.000000001,5,2024-03-11,2024-05-08,821,9.4,Cognitive Computing,0.06622637597660512,3,1,March
AI00325,Robotics Engineer,61808,2,0,0,Sweden,0,Sweden,0,"SQL, PyTorch, Azure",2,1970-01-01 00:00:00.000000000,7,2024-03-26,2024-05-19,786,5.4,TechCorp Inc,0.07989884771507136,3,1,March
AI00326,AI Consultant,78751,2,2,0,Singapore,1,Netherlands,100,"PyTorch, SQL, Java, Git",2,1970-01-01 00:00:00.000000003,5,2025-04-07,2025-05-20,893,7.7,TechCorp Inc,0.12611845838243638,4,2,April
AI00327,AI Architect,238449,2,1,3,United States,1,United States,50,"Scala, Linux, Docker, Git",0,1970-01-01 00:00:00.000000015,5,2025-01-15,2025-02-21,1595,5.3,Cloud AI Solutions,0.5617661821832307,1,1,January
AI00328,AI Research Scientist,81908,2,0,1,Australia,0,Australia,100,"Mathematics, PyTorch, Azure",0,1970-01-01 00:00:00.000000000,1,2025-04-04,2025-05-03,1599,5.7,Predictive Systems,0.13473058792719655,4,2,April
AI00329,Machine Learning Engineer,79556,2,3,0,India,1,India,100,"Scala, Linux, Python",2,1970-01-01 00:00:00.000000007,1,2024-12-29,2025-02-19,1131,8.7,DataVision Ltd,0.12831445593819563,12,4,December
AI00330,NLP Engineer,70609,2,0,0,Canada,1,Denmark,100,"Data Visualization, PyTorch, SQL, Computer Vision, GCP",1,1970-01-01 00:00:00.000000001,7,2025-03-06,2025-04-11,1118,8.7,Digital Transformation LLC,0.10390751167561434,3,1,March
AI00331,Principal Data Scientist,100354,1,2,3,United Kingdom,2,Switzerland,100,"Deep Learning, SQL, Data Visualization, NLP, Tableau",2,1970-01-01 00:00:00.000000002,6,2024-04-15,2024-05-22,2134,9.0,Autonomous Tech,0.1850503033477369,4,2,April
AI00332,NLP Engineer,62606,2,2,0,Canada,2,Canada,100,"Kubernetes, Java, Computer Vision",2,1970-01-01 00:00:00.000000003,12,2024-08-24,2024-09-27,832,9.6,AI Innovations,0.08207574963991096,8,3,August
AI00333,NLP Engineer,44279,2,0,0,Israel,2,Austria,0,"Tableau, Linux, Java, Kubernetes, Computer Vision",3,1970-01-01 00:00:00.000000001,12,2024-05-02,2024-07-13,539,5.0,Algorithmic Solutions,0.032080659945004586,5,2,May
AI00334,Research Scientist,36995,2,0,1,Finland,2,Finland,0,"Statistics, Git, Data Visualization",1,1970-01-01 00:00:00.000000000,12,2025-02-26,2025-04-21,1309,8.6,Future Systems,0.012210291999476234,2,1,February
AI00335,Principal Data Scientist,193149,0,1,0,Germany,0,Germany,50,"PyTorch, SQL, AWS, Spark",0,1970-01-01 00:00:00.000000015,1,2024-07-27,2024-09-16,1792,9.6,Autonomous Tech,0.43819017066038146,7,3,July
AI00336,Data Scientist,88722,2,2,3,Sweden,2,Sweden,100,"R, Kubernetes, TensorFlow, Data Visualization",3,1970-01-01 00:00:00.000000003,6,2024-11-19,2025-01-17,2330,8.2,Digital Transformation LLC,0.1533188206538344,11,4,November
AI00337,Data Scientist,145098,0,3,3,Netherlands,0,Netherlands,100,"TensorFlow, AWS, Git, Azure",2,1970-01-01 00:00:00.000000008,5,2024-08-24,2024-10-11,1349,6.0,Predictive Systems,0.30710957618611145,8,3,August
AI00338,AI Consultant,83381,2,2,3,Singapore,2,Switzerland,0,"Mathematics, Git, Linux",2,1970-01-01 00:00:00.000000003,3,2024-10-19,2024-11-29,2296,5.2,Advanced Robotics,0.1387488542621448,10,4,October
AI00339,Autonomous Systems Engineer,46591,2,0,2,Japan,1,Japan,100,"Python, Data Visualization, Azure",2,1970-01-01 00:00:00.000000001,10,2024-08-19,2024-10-15,690,6.4,Digital Transformation LLC,0.0383876740430361,8,3,August
AI00340,Data Scientist,99604,2,1,3,Japan,2,Japan,50,"PyTorch, Mathematics, Linux",2,1970-01-01 00:00:00.000000011,2,2024-01-04,2024-02-24,849,5.0,Smart Analytics,0.18300434289206058,1,1,January
AI00341,AI Research Scientist,262339,2,1,1,Norway,0,Norway,0,"Spark, Statistics, Tableau, Deep Learning",0,1970-01-01 00:00:00.000000012,3,2024-08-09,2024-09-17,1881,5.4,Future Systems,0.6269368425647069,8,3,August
AI00342,Machine Learning Researcher,58899,2,0,1,Singapore,2,Canada,50,"Kubernetes, AWS, NLP, Git",2,1970-01-01 00:00:00.000000001,1,2025-01-18,2025-03-11,1802,8.3,Cognitive Computing,0.0719632490943215,1,1,January
AI00343,Research Scientist,109939,2,2,1,Denmark,1,Denmark,100,"SQL, Tableau, PyTorch, NLP, GCP",3,1970-01-01 00:00:00.000000004,14,2024-07-31,2024-09-26,2145,9.4,DataVision Ltd,0.21119767797128017,7,3,July
AI00344,NLP Engineer,32587,2,0,1,Israel,2,United Kingdom,100,"Scala, Docker, Data Visualization",1,1970-01-01 00:00:00.000000000,10,2025-04-06,2025-05-06,1031,8.4,Cognitive Computing,0.0001855004146479857,4,2,April
AI00345,Robotics Engineer,102069,2,2,3,Norway,1,Norway,50,"Scala, Python, GCP, AWS",0,1970-01-01 00:00:00.000000002,7,2024-10-19,2024-11-26,887,7.4,Algorithmic Solutions,0.18972873292305006,10,4,October
AI00346,AI Specialist,153376,2,1,1,Finland,2,Finland,0,"Tableau, Azure, AWS, Data Visualization",2,1970-01-01 00:00:00.000000012,2,2024-08-12,2024-10-07,1254,8.0,Neural Networks Co,0.3296915237222295,8,3,August
AI00347,Autonomous Systems Engineer,92574,2,0,3,Switzerland,1,Switzerland,50,"SQL, Mathematics, Linux, Scala, Hadoop",3,1970-01-01 00:00:00.000000001,2,2024-10-06,2024-11-26,1951,5.2,Digital Transformation LLC,0.16382687355418796,10,4,October
AI00348,ML Ops Engineer,92858,2,3,1,Australia,2,Australia,50,"Docker, AWS, Computer Vision, MLOps",0,1970-01-01 00:00:00.000000006,8,2024-12-16,2025-01-29,1124,8.9,Smart Analytics,0.1646016105800707,12,4,December
AI00349,Data Scientist,84172,0,0,2,Germany,0,Israel,0,"Docker, Git, Data Visualization",1,1970-01-01 00:00:00.000000001,8,2024-08-13,2024-10-22,2213,6.3,Cognitive Computing,0.14090666055606477,8,3,August
AI00350,AI Consultant,66601,2,3,0,Japan,2,Japan,100,"GCP, Linux, R, Scala",2,1970-01-01 00:00:00.000000005,12,2024-06-23,2024-08-12,809,8.5,Cloud AI Solutions,0.09297389900048011,6,2,June
AI00351,Data Scientist,99818,2,3,3,South Korea,0,South Korea,100,"AWS, Spark, Mathematics",2,1970-01-01 00:00:00.000000006,13,2024-07-03,2024-08-17,1210,9.7,Machine Intelligence Group,0.18358812360874688,7,3,July
AI00352,Deep Learning Engineer,96240,2,3,0,China,0,Japan,100,"GCP, Java, PyTorch, Mathematics, Computer Vision",1,1970-01-01 00:00:00.000000008,12,2025-03-21,2025-05-10,1105,5.2,Cognitive Computing,0.17382752826153375,3,1,March
AI00353,AI Software Engineer,72389,0,2,2,Germany,1,Germany,100,"Deep Learning, Computer Vision, Tableau, PyTorch",1,1970-01-01 00:00:00.000000002,5,2024-05-06,2024-05-29,2438,6.7,Neural Networks Co,0.10876325782375278,5,2,May
AI00354,Head of AI,118570,2,3,1,Ireland,0,Austria,0,"Python, Hadoop, Azure, Computer Vision",0,1970-01-01 00:00:00.000000008,7,2025-01-15,2025-02-08,2479,8.9,Smart Analytics,0.2347425908952032,1,1,January
AI00355,NLP Engineer,56276,2,2,1,Austria,1,China,0,"Python, TensorFlow, Linux",3,1970-01-01 00:00:00.000000003,13,2024-10-20,2024-12-15,2408,9.1,Machine Intelligence Group,0.06480784339400288,10,4,October
AI00356,AI Architect,93369,2,1,0,Ireland,2,Ireland,0,"Azure, NLP, Scala",1,1970-01-01 00:00:00.000000013,8,2024-06-22,2024-08-15,658,8.8,Digital Transformation LLC,0.16599559163720484,6,2,June
AI00357,Data Analyst,115634,2,3,1,South Korea,0,India,50,"Linux, Hadoop, Spark, Azure",2,1970-01-01 00:00:00.000000009,11,2025-01-12,2025-02-17,639,8.7,Digital Transformation LLC,0.22673333769804896,1,1,January
AI00358,Machine Learning Engineer,215782,2,1,1,Switzerland,1,Switzerland,50,"Tableau, SQL, Linux",3,1970-01-01 00:00:00.000000013,5,2024-06-22,2024-08-18,1841,7.8,DataVision Ltd,0.49993180131814413,6,2,June
AI00359,AI Specialist,110858,2,2,1,Denmark,0,Denmark,50,"Git, Hadoop, PyTorch, Java",2,1970-01-01 00:00:00.000000004,3,2024-01-08,2024-01-31,1052,5.3,DataVision Ltd,0.2137046615163022,1,1,January
AI00360,Autonomous Systems Engineer,77926,2,0,3,Australia,1,Sweden,0,"Kubernetes, Data Visualization, Computer Vision, SQL",3,1970-01-01 00:00:00.000000001,14,2024-07-28,2024-08-12,1269,7.0,Digital Transformation LLC,0.12386790188119244,7,3,July
AI00361,AI Product Manager,115976,2,1,0,Austria,2,Austria,100,"Statistics, GCP, SQL",2,1970-01-01 00:00:00.000000012,3,2024-01-15,2024-02-23,1437,8.8,DeepTech Ventures,0.22766629566583738,1,1,January
AI00362,Principal Data Scientist,71134,0,0,0,France,0,France,50,"TensorFlow, Data Visualization, Kubernetes, Linux",2,1970-01-01 00:00:00.000000001,8,2025-01-10,2025-02-11,1395,9.2,AI Innovations,0.10533968399458775,1,1,January
AI00363,Computer Vision Engineer,63231,0,0,3,Germany,0,Germany,50,"Statistics, Spark, Data Visualization, Git",1,1970-01-01 00:00:00.000000001,10,2024-12-12,2025-02-21,1631,6.8,Smart Analytics,0.08378071668630789,12,4,December
AI00364,AI Consultant,96419,2,2,0,Norway,2,United States,0,"Docker, Scala, AWS",3,1970-01-01 00:00:00.000000003,8,2025-01-12,2025-02-09,1515,6.5,TechCorp Inc,0.17431583082362184,1,1,January
AI00365,Data Analyst,221235,1,1,2,United Kingdom,1,Australia,0,"Kubernetes, Docker, Tableau, Python, Spark",0,1970-01-01 00:00:00.000000013,9,2024-04-14,2024-05-02,2121,7.6,Predictive Systems,0.514807297804548,4,2,April
AI00366,AI Specialist,213785,2,1,2,Canada,1,Canada,100,"SQL, Git, Java, Docker",2,1970-01-01 00:00:00.000000013,3,2024-01-29,2024-03-13,1813,9.5,Autonomous Tech,0.4944840906114967,1,1,January
AI00367,AI Software Engineer,59378,2,0,3,Austria,0,Japan,100,"Linux, Scala, PyTorch, Hadoop",3,1970-01-01 00:00:00.000000000,10,2024-06-02,2024-08-14,749,5.7,Digital Transformation LLC,0.0732699358386801,6,2,June
AI00368,AI Architect,61374,2,0,0,Norway,2,Denmark,50,"MLOps, Java, Linux",0,1970-01-01 00:00:00.000000001,1,2024-03-18,2024-05-15,509,6.6,DeepTech Ventures,0.07871491859805334,3,1,March
AI00369,Machine Learning Researcher,77579,2,0,1,Norway,0,Norway,50,"MLOps, Kubernetes, Python, Computer Vision",3,1970-01-01 00:00:00.000000000,11,2025-04-01,2025-04-28,1103,8.9,TechCorp Inc,0.12292130417703287,4,2,April
AI00370,AI Research Scientist,61122,2,0,0,Austria,0,Ireland,50,"Linux, Java, Data Visualization, Tableau",0,1970-01-01 00:00:00.000000000,8,2024-03-31,2024-05-04,2180,9.6,Autonomous Tech,0.0780274758849461,3,1,March
AI00371,Machine Learning Engineer,53318,2,2,2,Israel,2,Canada,0,"TensorFlow, Python, GCP, Java",1,1970-01-01 00:00:00.000000003,7,2024-07-06,2024-08-28,2199,6.6,Cloud AI Solutions,0.0567385753568155,7,3,July
AI00372,Data Engineer,182747,2,1,2,Australia,2,China,100,"R, Hadoop, Data Visualization",1,1970-01-01 00:00:00.000000015,5,2024-10-05,2024-12-13,2290,7.2,Digital Transformation LLC,0.40981406311378815,10,4,October
AI00373,Head of AI,138496,2,3,0,Singapore,1,Ireland,100,"Git, Kubernetes, Hadoop, SQL, Docker",0,1970-01-01 00:00:00.000000005,13,2024-10-25,2024-11-26,1377,5.9,Digital Transformation LLC,0.28909966828161143,10,4,October
AI00374,Machine Learning Engineer,79744,2,3,3,Israel,2,Norway,0,"Mathematics, SQL, PyTorch, Java, MLOps",0,1970-01-01 00:00:00.000000008,9,2024-08-07,2024-09-27,2435,6.1,Cloud AI Solutions,0.12882731002575182,8,3,August
AI00375,AI Consultant,133437,2,1,3,Austria,2,Austria,50,"Hadoop, Docker, MLOps",0,1970-01-01 00:00:00.000000013,0,2024-08-13,2024-10-04,1342,7.8,Future Systems,0.27529898302125616,8,3,August
